node_date,trade_date,node_id,theme,ticker,node_type,trigger,actual_days_20d,ret_20d_%,xQQQ_20d_%,xSMH_20d_%,actual_days_60d,ret_60d_%,xQQQ_60d_%,xSMH_60d_%,actual_days_120d,ret_120d_%,xQQQ_120d_%,xSMH_120d_%,actual_days_252d,ret_252d_%,xQQQ_252d_%,xSMH_252d_%
2024-05-22,2024-05-22,nvda_q1_fy25_ai_factory,power_cooling,VRT,earnings_confirmation,NVIDIA Q1 FY2025 framed AI factories and accelerated data-center buildout,20,-8.56,-13.91,-21.44,60,-20.41,-26.16,-27.51,120,24.97,12.1,17.64,252,10.9,-4.16,6.04
2024-05-22,2024-05-22,nvda_q1_fy25_ai_factory,power_cooling,ETN,earnings_confirmation,NVIDIA Q1 FY2025 framed AI factories and accelerated data-center buildout,20,-4.95,-10.3,-17.83,60,-11.49,-17.24,-18.59,120,10.26,-2.61,2.93,252,-1.24,-16.29,-6.09
2024-05-22,2024-05-22,nvda_q1_fy25_ai_factory,power_cooling,POWL,earnings_confirmation,NVIDIA Q1 FY2025 framed AI factories and accelerated data-center buildout,20,-18.09,-23.44,-30.97,60,-8.85,-14.6,-15.95,120,83.25,70.39,75.93,252,-3.06,-18.11,-7.91
2024-05-22,2024-05-22,nvda_q1_fy25_ai_factory,power_cooling,MOD,earnings_confirmation,NVIDIA Q1 FY2025 framed AI factories and accelerated data-center buildout,20,-7.33,-12.68,-20.21,60,8.62,2.87,1.52,120,23.03,10.16,15.71,252,-8.89,-23.94,-13.74
2024-05-22,2024-05-22,nvda_q1_fy25_ai_factory,power_cooling,NVT,earnings_confirmation,NVIDIA Q1 FY2025 framed AI factories and accelerated data-center buildout,20,-6.09,-11.44,-18.97,60,-20.58,-26.33,-27.68,120,-8.23,-21.09,-15.55,252,-18.62,-33.67,-23.47
2024-05-22,2024-05-22,nvda_q1_fy25_ai_factory,power_cooling,ECL,earnings_confirmation,NVIDIA Q1 FY2025 framed AI factories and accelerated data-center buildout,20,4.07,-1.28,-8.81,60,3.31,-2.45,-3.79,120,6.15,-6.72,-1.17,252,14.08,-0.97,9.23
2024-05-22,2024-05-22,nvda_q1_fy25_ai_factory,power_cooling,PWR,earnings_confirmation,NVIDIA Q1 FY2025 framed AI factories and accelerated data-center buildout,20,0.72,-4.63,-12.16,60,-1.42,-7.17,-8.52,120,20.38,7.51,13.05,252,26.01,10.96,21.16
2024-05-22,2024-05-22,nvda_q1_fy25_ai_factory,advanced_packaging_hbm,CAMT,earnings_confirmation,NVIDIA Q1 FY2025 confirmed data-center revenue acceleration,20,13.43,8.08,0.55,60,-2.38,-8.14,-9.48,120,-15.95,-28.82,-23.28,252,-34.54,-49.59,-39.39
2024-05-22,2024-05-22,nvda_q1_fy25_ai_factory,advanced_packaging_hbm,ONTO,earnings_confirmation,NVIDIA Q1 FY2025 confirmed data-center revenue acceleration,20,-6.15,-11.5,-19.03,60,-7.2,-12.96,-14.31,120,-24.21,-37.08,-31.54,252,-58.34,-73.4,-63.2
2024-05-22,2024-05-22,nvda_q1_fy25_ai_factory,advanced_packaging_hbm,FORM,earnings_confirmation,NVIDIA Q1 FY2025 confirmed data-center revenue acceleration,20,-0.58,-5.93,-13.46,60,-12.7,-18.45,-19.8,120,-27.71,-40.57,-35.03,252,-45.19,-60.24,-50.04
2024-05-22,2024-05-22,nvda_q1_fy25_ai_factory,advanced_packaging_hbm,KLIC,earnings_confirmation,NVIDIA Q1 FY2025 confirmed data-center revenue acceleration,20,-1.19,-6.53,-14.06,60,-7.05,-12.8,-14.15,120,2.13,-10.74,-5.2,252,-29.82,-44.87,-34.67
2024-05-22,2024-05-22,nvda_q1_fy25_ai_factory,advanced_packaging_hbm,AMKR,earnings_confirmation,NVIDIA Q1 FY2025 confirmed data-center revenue acceleration,20,17.24,11.89,4.36,60,1.07,-4.69,-6.03,120,-18.88,-31.74,-26.2,252,-40.78,-55.83,-45.63
2024-05-22,2024-05-22,nvda_q1_fy25_ai_factory,advanced_packaging_hbm,ACMR,earnings_confirmation,NVIDIA Q1 FY2025 confirmed data-center revenue acceleration,20,-2.2,-7.54,-15.07,60,-12.66,-18.41,-19.76,120,-19.63,-32.5,-26.95,252,0.26,-14.79,-4.59
2024-05-22,2024-05-22,nvda_q1_fy25_ai_factory,advanced_packaging_hbm,AEHR,earnings_confirmation,NVIDIA Q1 FY2025 confirmed data-center revenue acceleration,20,-6.01,-11.35,-18.88,60,24.46,18.7,17.35,120,4.44,-8.43,-2.89,252,-13.84,-28.89,-18.69
2024-12-12,2024-12-12,broadcom_fy24_ai_networking,optical_networking,LITE,networking_confirmation,Broadcom FY2024 AI revenue +220% driven by AI XPUs and Ethernet networking,20,-3.54,1.0,-3.85,60,-31.64,-20.17,-21.38,120,-6.9,-7.36,-11.93,252,258.45,242.38,214.6
2024-12-12,2024-12-12,broadcom_fy24_ai_networking,optical_networking,COHR,networking_confirmation,Broadcom FY2024 AI revenue +220% driven by AI XPUs and Ethernet networking,20,-10.44,-5.91,-10.76,60,-39.91,-28.43,-29.64,120,-21.81,-22.27,-26.84,252,68.72,52.66,24.88
2024-12-12,2024-12-12,broadcom_fy24_ai_networking,optical_networking,AAOI,networking_confirmation,Broadcom FY2024 AI revenue +220% driven by AI XPUs and Ethernet networking,20,-17.48,-12.94,-17.79,60,-52.87,-41.39,-42.61,120,-49.9,-50.36,-54.93,252,-14.0,-30.07,-57.85
2024-12-12,2024-12-12,broadcom_fy24_ai_networking,optical_networking,FN,networking_confirmation,Broadcom FY2024 AI revenue +220% driven by AI XPUs and Ethernet networking,20,-5.33,-0.79,-5.64,60,-6.9,4.58,3.37,120,-3.08,-3.54,-8.11,252,87.8,71.74,43.96
2024-12-12,2024-12-12,broadcom_fy24_ai_networking,optical_networking,SMTC,networking_confirmation,Broadcom FY2024 AI revenue +220% driven by AI XPUs and Ethernet networking,20,0.58,5.11,0.26,60,-48.98,-37.5,-38.71,120,-35.5,-35.96,-40.53,252,10.95,-5.12,-32.9
2024-12-12,2024-12-12,broadcom_fy24_ai_networking,optical_networking,MTSI,networking_confirmation,Broadcom FY2024 AI revenue +220% driven by AI XPUs and Ethernet networking,20,-1.28,3.26,-1.59,60,-24.47,-12.99,-14.2,120,-8.46,-8.92,-13.48,252,27.34,11.27,-16.51
2024-12-12,2024-12-12,broadcom_fy24_ai_networking,optical_networking,VIAV,networking_confirmation,Broadcom FY2024 AI revenue +220% driven by AI XPUs and Ethernet networking,20,-4.09,0.45,-4.4,60,2.57,14.04,12.83,120,-9.32,-9.77,-14.34,252,64.26,48.19,20.41
2024-12-12,2024-12-12,broadcom_fy24_ai_networking,optical_networking,AVGO,networking_confirmation,Broadcom FY2024 AI revenue +220% driven by AI XPUs and Ethernet networking,20,22.98,27.52,22.66,60,4.73,16.21,15.0,120,34.1,33.64,29.08,252,88.13,72.06,44.28
2024-12-12,2024-12-12,broadcom_fy24_ai_networking,optical_networking,MRVL,networking_confirmation,Broadcom FY2024 AI revenue +220% driven by AI XPUs and Ethernet networking,20,3.5,8.03,3.18,60,-38.22,-26.74,-27.96,120,-37.81,-38.27,-42.84,252,-24.27,-40.33,-68.12
2024-12-12,2024-12-12,broadcom_fy24_ai_networking,optical_networking,CRDO,networking_confirmation,Broadcom FY2024 AI revenue +220% driven by AI XPUs and Ethernet networking,20,-0.1,4.43,-0.42,60,-35.29,-23.81,-25.02,120,2.35,1.89,-2.68,252,102.04,85.98,58.2
2024-12-12,2024-12-12,broadcom_fy24_ai_networking,copper_interconnect,CRDO,networking_confirmation,Broadcom FY2024 highlighted AI XPUs and Ethernet networking,20,-0.1,4.43,-0.42,60,-35.29,-23.81,-25.02,120,2.35,1.89,-2.68,252,102.04,85.98,58.2
2024-12-12,2024-12-12,broadcom_fy24_ai_networking,copper_interconnect,ALAB,networking_confirmation,Broadcom FY2024 highlighted AI XPUs and Ethernet networking,20,4.75,9.29,4.44,60,-46.73,-35.25,-36.46,120,-24.69,-25.14,-29.71,252,18.2,2.14,-25.64
2024-12-12,2024-12-12,broadcom_fy24_ai_networking,copper_interconnect,APH,networking_confirmation,Broadcom FY2024 highlighted AI XPUs and Ethernet networking,20,-4.22,0.31,-4.54,60,-16.01,-4.54,-5.75,120,27.03,26.57,22.01,252,77.36,61.29,33.51
2024-12-12,2024-12-12,broadcom_fy24_ai_networking,copper_interconnect,TEL,networking_confirmation,Broadcom FY2024 highlighted AI XPUs and Ethernet networking,20,-4.63,-0.09,-4.94,60,-5.35,6.13,4.91,120,11.74,11.29,6.72,252,53.29,37.22,9.44
2024-12-12,2024-12-12,broadcom_fy24_ai_networking,copper_interconnect,MXL,networking_confirmation,Broadcom FY2024 highlighted AI XPUs and Ethernet networking,20,11.23,15.76,10.91,60,-33.32,-21.84,-23.05,120,-32.4,-32.86,-37.43,252,-7.9,-23.96,-51.74
2024-12-12,2024-12-12,broadcom_fy24_ai_networking,copper_interconnect,AVGO,networking_confirmation,Broadcom FY2024 highlighted AI XPUs and Ethernet networking,20,22.98,27.52,22.66,60,4.73,16.21,15.0,120,34.1,33.64,29.08,252,88.13,72.06,44.28
2024-12-12,2024-12-12,broadcom_fy24_ai_networking,copper_interconnect,MRVL,networking_confirmation,Broadcom FY2024 highlighted AI XPUs and Ethernet networking,20,3.5,8.03,3.18,60,-38.22,-26.74,-27.96,120,-37.81,-38.27,-42.84,252,-24.27,-40.33,-68.12
2025-09-29,2025-09-29,semtech_1p6t_fiberedge,optical_networking,SMTC,product_order,Semtech FiberEdge 1.6T/200G per channel product signal,20,12.21,6.82,0.37,60,20.55,16.03,7.35,120,21.52,22.6,-0.47,163,148.98,128.27,69.34
2025-09-29,2025-09-29,semtech_1p6t_fiberedge,optical_networking,MTSI,product_order,Semtech FiberEdge 1.6T/200G per channel product signal,20,13.14,7.75,1.29,60,36.24,31.72,23.04,120,77.19,78.27,55.2,163,198.31,177.6,118.67
2025-09-29,2025-09-29,semtech_1p6t_fiberedge,optical_networking,MXL,product_order,Semtech FiberEdge 1.6T/200G per channel product signal,20,-0.99,-6.38,-12.84,60,9.94,5.42,-3.25,120,6.53,7.61,-15.46,163,516.28,495.58,436.64
2025-09-29,2025-09-29,semtech_1p6t_fiberedge,optical_networking,LITE,product_order,Semtech FiberEdge 1.6T/200G per channel product signal,20,20.56,15.17,8.71,60,141.0,136.48,127.8,120,353.47,354.55,331.48,163,489.05,468.35,409.41
2025-09-29,2025-09-29,semtech_1p6t_fiberedge,optical_networking,COHR,product_order,Semtech FiberEdge 1.6T/200G per channel product signal,20,26.17,20.78,14.33,60,79.33,74.81,66.14,120,138.39,139.47,116.4,163,252.9,232.2,173.26
2025-09-29,2025-09-29,semtech_1p6t_fiberedge,optical_networking,AAOI,product_order,Semtech FiberEdge 1.6T/200G per channel product signal,20,44.43,39.04,32.59,60,57.7,53.18,44.51,120,271.59,272.68,249.61,163,604.27,583.56,524.63
2025-09-29,2025-09-29,semtech_1p6t_fiberedge,optical_networking,FN,product_order,Semtech FiberEdge 1.6T/200G per channel product signal,20,18.03,12.64,6.18,60,35.67,31.15,22.47,120,52.26,53.35,30.28,163,96.12,75.41,16.48
2025-09-29,2025-09-29,semtech_1p6t_fiberedge,optical_networking,VIAV,product_order,Semtech FiberEdge 1.6T/200G per channel product signal,20,14.25,8.86,2.41,60,49.88,45.36,36.68,120,175.27,176.35,153.28,163,305.49,284.78,225.85
2026-03-16,2026-03-16,onto_dragonfly_g5_hbm4,advanced_packaging_hbm,ONTO,product_order,Onto Dragonfly G5 selected by leading HBM manufacturer for HBM4 ramp,20,38.02,32.01,21.32,48,38.37,17.36,-10.42,48,38.37,17.36,-10.42,48,38.37,17.36,-10.42
2026-03-16,2026-03-16,onto_dragonfly_g5_hbm4,advanced_packaging_hbm,CAMT,product_order,Onto Dragonfly G5 selected by leading HBM manufacturer for HBM4 ramp,20,21.32,15.31,4.62,48,12.34,-8.66,-36.45,48,12.34,-8.66,-36.45,48,12.34,-8.66,-36.45
2026-03-16,2026-03-16,onto_dragonfly_g5_hbm4,advanced_packaging_hbm,FORM,product_order,Onto Dragonfly G5 selected by leading HBM manufacturer for HBM4 ramp,20,42.66,36.65,25.96,48,43.45,22.44,-5.34,48,43.45,22.44,-5.34,48,43.45,22.44,-5.34
2026-03-16,2026-03-16,onto_dragonfly_g5_hbm4,advanced_packaging_hbm,ACMR,product_order,Onto Dragonfly G5 selected by leading HBM manufacturer for HBM4 ramp,20,9.42,3.41,-7.27,48,58.15,37.14,9.36,48,58.15,37.14,9.36,48,58.15,37.14,9.36
2026-03-16,2026-03-16,onto_dragonfly_g5_hbm4,advanced_packaging_hbm,KLIC,product_order,Onto Dragonfly G5 selected by leading HBM manufacturer for HBM4 ramp,20,24.51,18.51,7.82,48,62.69,41.69,13.9,48,62.69,41.69,13.9,48,62.69,41.69,13.9
2026-03-16,2026-03-16,onto_dragonfly_g5_hbm4,advanced_packaging_hbm,AEHR,product_order,Onto Dragonfly G5 selected by leading HBM manufacturer for HBM4 ramp,20,108.52,102.51,91.83,48,166.39,145.38,117.59,48,166.39,145.38,117.59,48,166.39,145.38,117.59
2026-03-16,2026-03-16,gtc_2026_rubin_system,optical_networking,LITE,architecture_shift,NVIDIA Rubin system roadmap increases networking and system bottlenecks,20,36.99,30.99,20.3,48,52.11,31.11,3.32,48,52.11,31.11,3.32,48,52.11,31.11,3.32
2026-03-16,2026-03-16,gtc_2026_rubin_system,optical_networking,COHR,architecture_shift,NVIDIA Rubin system roadmap increases networking and system bottlenecks,20,29.11,23.1,12.41,48,55.53,34.52,6.74,48,55.53,34.52,6.74,48,55.53,34.52,6.74
2026-03-16,2026-03-16,gtc_2026_rubin_system,optical_networking,AAOI,architecture_shift,NVIDIA Rubin system roadmap increases networking and system bottlenecks,20,51.21,45.21,34.52,48,87.47,66.46,38.68,48,87.47,66.46,38.68,48,87.47,66.46,38.68
2026-03-16,2026-03-16,gtc_2026_rubin_system,optical_networking,FN,architecture_shift,NVIDIA Rubin system roadmap increases networking and system bottlenecks,20,35.75,29.75,19.06,48,40.17,19.16,-8.62,48,40.17,19.16,-8.62,48,40.17,19.16,-8.62
2026-03-16,2026-03-16,gtc_2026_rubin_system,optical_networking,SMTC,architecture_shift,NVIDIA Rubin system roadmap increases networking and system bottlenecks,20,6.21,0.2,-10.49,48,84.77,63.77,35.98,48,84.77,63.77,35.98,48,84.77,63.77,35.98
2026-03-16,2026-03-16,gtc_2026_rubin_system,optical_networking,MTSI,architecture_shift,NVIDIA Rubin system roadmap increases networking and system bottlenecks,20,21.18,15.17,4.48,48,77.22,56.21,28.42,48,77.22,56.21,28.42,48,77.22,56.21,28.42
2026-03-16,2026-03-16,gtc_2026_rubin_system,optical_networking,MXL,architecture_shift,NVIDIA Rubin system roadmap increases networking and system bottlenecks,20,27.65,21.64,10.95,48,487.09,466.09,438.3,48,487.09,466.09,438.3,48,487.09,466.09,438.3
2026-03-16,2026-03-16,gtc_2026_rubin_system,optical_networking,VIAV,architecture_shift,NVIDIA Rubin system roadmap increases networking and system bottlenecks,20,36.07,30.06,19.37,48,65.2,44.19,16.41,48,65.2,44.19,16.41,48,65.2,44.19,16.41
2026-03-16,2026-03-16,gtc_2026_rubin_system,optical_networking,CRDO,architecture_shift,NVIDIA Rubin system roadmap increases networking and system bottlenecks,20,35.54,29.53,18.85,48,85.58,64.57,36.79,48,85.58,64.57,36.79,48,85.58,64.57,36.79
2026-03-16,2026-03-16,gtc_2026_rubin_system,optical_networking,ALAB,architecture_shift,NVIDIA Rubin system roadmap increases networking and system bottlenecks,20,41.8,35.79,25.1,48,155.07,134.07,106.28,48,155.07,134.07,106.28,48,155.07,134.07,106.28
2026-03-16,2026-03-16,gtc_2026_rubin_system,power_cooling,VRT,architecture_shift,NVIDIA Rubin system roadmap continues AI factory power-density pressure,20,19.97,13.96,3.28,48,26.52,5.51,-22.27,48,26.52,5.51,-22.27,48,26.52,5.51,-22.27
2026-03-16,2026-03-16,gtc_2026_rubin_system,power_cooling,ETN,architecture_shift,NVIDIA Rubin system roadmap continues AI factory power-density pressure,20,13.08,7.08,-3.61,48,10.42,-10.59,-38.37,48,10.42,-10.59,-38.37,48,10.42,-10.59,-38.37
2026-03-16,2026-03-16,gtc_2026_rubin_system,power_cooling,POWL,architecture_shift,NVIDIA Rubin system roadmap continues AI factory power-density pressure,20,39.89,33.89,23.2,48,66.69,45.68,17.89,48,66.69,45.68,17.89,48,66.69,45.68,17.89
2026-03-16,2026-03-16,gtc_2026_rubin_system,power_cooling,MOD,architecture_shift,NVIDIA Rubin system roadmap continues AI factory power-density pressure,20,34.54,28.53,17.84,48,38.18,17.17,-10.62,48,38.18,17.17,-10.62,48,38.18,17.17,-10.62
2026-03-16,2026-03-16,gtc_2026_rubin_system,power_cooling,NVT,architecture_shift,NVIDIA Rubin system roadmap continues AI factory power-density pressure,20,22.33,16.32,5.64,48,50.01,29.0,1.21,48,50.01,29.0,1.21,48,50.01,29.0,1.21
2026-03-16,2026-03-16,gtc_2026_rubin_system,power_cooling,ECL,architecture_shift,NVIDIA Rubin system roadmap continues AI factory power-density pressure,20,-0.12,-6.12,-16.81,48,-7.36,-28.37,-56.15,48,-7.36,-28.37,-56.15,48,-7.36,-28.37,-56.15
2026-03-16,2026-03-16,gtc_2026_rubin_system,power_cooling,PWR,architecture_shift,NVIDIA Rubin system roadmap continues AI factory power-density pressure,20,6.35,0.34,-10.35,48,29.44,8.43,-19.36,48,29.44,8.43,-19.36,48,29.44,8.43,-19.36
